job,marital,h_loan,p_loan,month,day_of_week,poutcome
technician,married,yes,no,may,tue,nonexistent
management,divorced,yes,no,may,tue,nonexistent
housemaid,married,yes,no,may,tue,nonexistent
admin.,married,yes,no,may,tue,nonexistent
blue-collar,married,yes,no,may,tue,nonexistent
retired,married,yes,no,may,tue,nonexistent
technician,single,no,no,may,tue,nonexistent
management,single,yes,no,may,tue,nonexistent
housemaid,divorced,no,no,may,tue,nonexistent
blue-collar,married,no,no,may,tue,nonexistent
technician,married,yes,no,may,tue,nonexistent
blue-collar,married,no,no,may,tue,nonexistent
housemaid,married,yes,no,may,tue,nonexistent
housemaid,married,no,no,may,tue,nonexistent
blue-collar,married,yes,no,may,tue,nonexistent
blue-collar,married,no,yes,may,tue,nonexistent
blue-collar,divorced,yes,yes,may,tue,nonexistent
services,married,no,no,may,tue,nonexistent
services,married,no,no,may,tue,nonexistent
management,married,no,yes,may,tue,nonexistent
management,divorced,yes,no,may,tue,nonexistent
self-employed,single,no,no,may,tue,nonexistent
retired,divorced,no,no,may,tue,nonexistent
admin.,single,yes,no,may,tue,nonexistent
services,married,no,yes,may,tue,nonexistent
admin.,married,yes,no,may,tue,nonexistent
blue-collar,married,yes,no,may,tue,nonexistent
technician,married,no,yes,may,tue,nonexistent
admin.,divorced,yes,no,may,tue,nonexistent
admin.,single,no,no,may,tue,nonexistent
blue-collar,married,yes,no,may,tue,nonexistent
admin.,married,no,no,may,tue,nonexistent
management,married,no,no,may,tue,nonexistent
services,single,yes,no,may,tue,nonexistent
admin.,married,yes,no,may,tue,nonexistent
admin.,married,no,yes,may,tue,nonexistent
services,married,yes,no,may,tue,nonexistent
admin.,married,no,yes,may,tue,nonexistent
admin.,single,no,no,may,tue,nonexistent
management,married,yes,no,may,tue,nonexistent
entrepreneur,married,no,no,may,tue,nonexistent
management,divorced,yes,no,may,tue,nonexistent
technician,married,no,no,may,tue,nonexistent
housemaid,married,yes,no,may,tue,nonexistent
self-employed,married,no,no,may,tue,nonexistent
management,married,yes,no,may,tue,nonexistent
services,married,no,no,may,tue,nonexistent
blue-collar,married,yes,no,may,tue,nonexistent
housemaid,married,yes,no,may,tue,nonexistent
admin.,single,yes,no,may,tue,nonexistent
technician,married,yes,no,may,tue,nonexistent
management,married,yes,no,may,tue,nonexistent
admin.,divorced,yes,no,may,tue,nonexistent
management,single,no,no,may,tue,nonexistent
retired,married,yes,no,may,tue,nonexistent
blue-collar,married,yes,no,may,tue,nonexistent
admin.,married,yes,no,may,tue,nonexistent
services,married,no,no,may,tue,nonexistent
blue-collar,married,no,no,may,tue,nonexistent
housemaid,married,no,no,may,tue,nonexistent
entrepreneur,married,no,no,may,tue,nonexistent
admin.,married,no,no,may,tue,nonexistent
self-employed,married,yes,no,may,tue,nonexistent
housemaid,married,yes,no,may,tue,nonexistent
self-employed,divorced,yes,no,may,tue,nonexistent
self-employed,married,no,no,may,tue,nonexistent
unemployed,single,yes,no,may,tue,nonexistent
admin.,married,yes,yes,may,tue,nonexistent
admin.,married,no,no,may,tue,nonexistent
blue-collar,married,yes,yes,may,tue,nonexistent
admin.,married,yes,no,may,tue,nonexistent
retired,divorced,yes,no,may,tue,nonexistent
blue-collar,married,yes,no,may,tue,nonexistent
management,married,no,no,may,tue,nonexistent
student,single,no,no,may,tue,nonexistent
admin.,married,no,no,may,tue,nonexistent
services,married,no,no,may,tue,nonexistent
technician,married,no,no,may,tue,nonexistent
technician,married,no,no,may,tue,nonexistent
retired,married,no,no,may,tue,nonexistent
services,married,no,no,may,tue,nonexistent
blue-collar,married,yes,no,may,tue,nonexistent
admin.,married,yes,no,may,tue,nonexistent
blue-collar,married,no,no,may,tue,nonexistent
entrepreneur,married,yes,no,may,tue,nonexistent
blue-collar,married,no,no,may,tue,nonexistent
services,married,yes,no,may,tue,nonexistent
technician,married,no,no,may,tue,nonexistent
admin.,married,no,no,may,tue,nonexistent
entrepreneur,married,yes,no,may,tue,nonexistent
blue-collar,married,yes,no,may,tue,nonexistent
technician,single,no,no,may,tue,nonexistent
admin.,single,yes,yes,may,tue,nonexistent
blue-collar,married,no,no,may,tue,nonexistent
admin.,single,yes,yes,may,tue,nonexistent
self-employed,single,yes,no,may,tue,nonexistent
technician,single,no,no,may,tue,nonexistent
blue-collar,married,yes,no,may,tue,nonexistent
retired,married,no,no,may,tue,nonexistent
admin.,married,no,no,may,tue,nonexistent
unemployed,divorced,no,no,may,tue,nonexistent
blue-collar,married,yes,no,may,tue,nonexistent
admin.,divorced,no,no,may,tue,nonexistent
housemaid,married,yes,yes,may,tue,nonexistent
management,married,yes,no,may,tue,nonexistent
technician,single,yes,yes,may,tue,nonexistent
blue-collar,married,no,yes,may,tue,nonexistent
blue-collar,divorced,yes,no,may,tue,nonexistent
unemployed,married,yes,yes,may,tue,nonexistent
services,married,yes,no,may,tue,nonexistent
admin.,single,no,no,may,tue,nonexistent
technician,single,yes,no,may,tue,nonexistent
services,divorced,no,yes,may,tue,nonexistent
blue-collar,married,yes,no,may,tue,nonexistent
blue-collar,married,no,no,may,tue,nonexistent
admin.,married,yes,no,may,tue,nonexistent
services,married,no,no,may,tue,nonexistent
blue-collar,married,yes,no,may,tue,nonexistent
services,married,yes,no,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
unemployed,married,no,no,may,wed,nonexistent
services,married,yes,no,may,wed,nonexistent
technician,married,no,no,may,wed,nonexistent
technician,married,no,no,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
admin.,married,no,no,may,wed,nonexistent
self-employed,married,no,no,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
student,single,no,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
housemaid,divorced,yes,no,may,wed,nonexistent
management,married,yes,no,may,wed,nonexistent
technician,married,no,no,may,wed,nonexistent
housemaid,married,no,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
blue-collar,single,no,yes,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
admin.,married,yes,no,may,wed,nonexistent
services,married,no,no,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
services,married,yes,no,may,wed,nonexistent
technician,divorced,no,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
blue-collar,single,yes,no,may,wed,nonexistent
self-employed,married,no,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
admin.,married,no,yes,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
blue-collar,single,no,no,may,wed,nonexistent
blue-collar,single,yes,no,may,wed,nonexistent
management,single,yes,yes,may,wed,nonexistent
management,married,no,no,may,wed,nonexistent
entrepreneur,married,no,no,may,wed,nonexistent
admin.,single,no,no,may,wed,nonexistent
services,single,yes,no,may,wed,nonexistent
blue-collar,single,no,no,may,wed,nonexistent
blue-collar,divorced,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
blue-collar,divorced,yes,yes,may,wed,nonexistent
blue-collar,single,yes,no,may,wed,nonexistent
services,divorced,no,no,may,wed,nonexistent
entrepreneur,single,no,no,may,wed,nonexistent
admin.,divorced,no,no,may,wed,nonexistent
admin.,married,no,no,may,wed,nonexistent
technician,married,no,no,may,wed,nonexistent
services,single,yes,no,may,wed,nonexistent
entrepreneur,married,yes,no,may,wed,nonexistent
admin.,single,no,no,may,wed,nonexistent
admin.,single,yes,yes,may,wed,nonexistent
self-employed,single,no,no,may,wed,nonexistent
services,married,no,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
admin.,married,no,no,may,wed,nonexistent
blue-collar,single,yes,no,may,wed,nonexistent
blue-collar,divorced,no,no,may,wed,nonexistent
technician,single,yes,no,may,wed,nonexistent
housemaid,married,yes,no,may,wed,nonexistent
management,married,yes,no,may,wed,nonexistent
admin.,single,yes,no,may,wed,nonexistent
admin.,single,no,no,may,wed,nonexistent
admin.,married,no,no,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
management,single,yes,no,may,wed,nonexistent
management,divorced,no,yes,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
technician,divorced,no,no,may,wed,nonexistent
services,married,yes,no,may,wed,nonexistent
blue-collar,married,yes,yes,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
entrepreneur,married,yes,no,may,wed,nonexistent
admin.,married,no,no,may,wed,nonexistent
student,single,yes,yes,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
admin.,married,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
admin.,single,yes,no,may,wed,nonexistent
admin.,single,yes,no,may,wed,nonexistent
technician,married,no,no,may,wed,nonexistent
entrepreneur,married,yes,yes,may,wed,nonexistent
admin.,single,yes,no,may,wed,nonexistent
admin.,divorced,yes,no,may,wed,nonexistent
blue-collar,married,yes,yes,may,wed,nonexistent
services,single,no,no,may,wed,nonexistent
admin.,single,yes,no,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
management,divorced,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
services,married,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
housemaid,married,yes,no,may,wed,nonexistent
admin.,married,no,no,may,wed,nonexistent
entrepreneur,married,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
blue-collar,single,yes,no,may,wed,nonexistent
management,married,yes,no,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
admin.,single,yes,no,may,wed,nonexistent
blue-collar,married,yes,yes,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
admin.,single,no,no,may,wed,nonexistent
admin.,divorced,yes,no,may,wed,nonexistent
blue-collar,single,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
entrepreneur,divorced,yes,no,may,wed,nonexistent
technician,single,no,no,may,wed,nonexistent
blue-collar,married,yes,yes,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
admin.,married,yes,no,may,wed,nonexistent
admin.,single,yes,no,may,wed,nonexistent
services,married,yes,no,may,wed,nonexistent
admin.,single,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
technician,single,yes,no,may,wed,nonexistent
retired,married,yes,no,may,wed,nonexistent
blue-collar,divorced,yes,no,may,wed,nonexistent
admin.,married,no,no,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
admin.,married,no,no,may,wed,nonexistent
technician,married,no,no,may,wed,nonexistent
admin.,single,no,no,may,wed,nonexistent
services,single,yes,no,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
retired,single,yes,no,may,wed,nonexistent
technician,single,no,no,may,wed,nonexistent
admin.,married,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
management,married,no,no,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
technician,divorced,yes,no,may,wed,nonexistent
technician,married,no,no,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
management,divorced,yes,no,may,wed,nonexistent
technician,married,no,yes,may,wed,nonexistent
technician,single,no,no,may,wed,nonexistent
blue-collar,single,no,no,may,wed,nonexistent
admin.,divorced,no,no,may,wed,nonexistent
services,divorced,no,no,may,wed,nonexistent
blue-collar,married,no,yes,may,wed,nonexistent
blue-collar,divorced,yes,no,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
admin.,married,no,no,may,wed,nonexistent
admin.,single,no,no,may,wed,nonexistent
blue-collar,married,no,yes,may,wed,nonexistent
services,married,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
retired,married,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
services,single,yes,no,may,wed,nonexistent
retired,divorced,yes,no,may,wed,nonexistent
entrepreneur,married,no,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
blue-collar,single,yes,no,may,wed,nonexistent
admin.,married,yes,no,may,wed,nonexistent
technician,single,yes,no,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
blue-collar,married,yes,yes,may,wed,nonexistent
services,married,yes,no,may,wed,nonexistent
retired,married,yes,no,may,wed,nonexistent
admin.,single,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
admin.,married,yes,no,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
management,married,yes,yes,may,wed,nonexistent
admin.,married,no,no,may,wed,nonexistent
management,divorced,yes,no,may,wed,nonexistent
admin.,single,yes,no,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
technician,single,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
services,divorced,no,no,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
services,divorced,no,no,may,wed,nonexistent
admin.,married,no,no,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
blue-collar,single,yes,no,may,wed,nonexistent
services,divorced,yes,yes,may,wed,nonexistent
technician,divorced,yes,yes,may,wed,nonexistent
services,divorced,no,yes,may,wed,nonexistent
management,married,no,no,may,wed,nonexistent
housemaid,divorced,no,no,may,wed,nonexistent
technician,married,no,no,may,wed,nonexistent
services,married,no,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
blue-collar,single,no,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
services,married,no,no,may,wed,nonexistent
admin.,married,no,no,may,wed,nonexistent
blue-collar,married,no,yes,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
services,married,no,no,may,wed,nonexistent
admin.,married,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
unemployed,divorced,no,no,may,wed,nonexistent
admin.,married,no,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
management,single,yes,no,may,wed,nonexistent
self-employed,married,yes,no,may,wed,nonexistent
admin.,divorced,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
admin.,single,yes,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
entrepreneur,divorced,no,no,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
entrepreneur,married,yes,no,may,wed,nonexistent
admin.,single,no,no,may,wed,nonexistent
blue-collar,married,yes,yes,may,wed,nonexistent
entrepreneur,single,yes,no,may,wed,nonexistent
management,divorced,no,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
admin.,divorced,no,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
unemployed,married,no,no,may,wed,nonexistent
admin.,married,no,no,may,wed,nonexistent
housemaid,divorced,no,no,may,wed,nonexistent
services,married,yes,no,may,wed,nonexistent
services,single,yes,no,may,wed,nonexistent
blue-collar,married,no,no,may,wed,nonexistent
technician,single,no,no,may,wed,nonexistent
services,married,no,no,may,wed,nonexistent
entrepreneur,married,yes,no,may,wed,nonexistent
services,single,yes,yes,may,wed,nonexistent
housemaid,married,yes,no,may,wed,nonexistent
technician,married,yes,no,may,wed,nonexistent
services,married,no,no,may,wed,nonexistent
entrepreneur,married,no,no,may,wed,nonexistent
technician,married,no,no,may,wed,nonexistent
blue-collar,divorced,no,no,may,wed,nonexistent
blue-collar,married,yes,no,may,wed,nonexistent
admin.,married,yes,no,may,wed,nonexistent
self-employed,single,no,no,may,wed,nonexistent
